fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year_x,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,rank,studio,lifetime_gross,year_y
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5441,WB,5727130,1997
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7162,SPC,1444588,2005
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,RAtt.,1270847,2015
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7938,Men.,832378,2017
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8016,Saban,779820,2016
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9708,Gold.,230600,2009
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10131,ADC,170000,2017
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10476,Vari.,135739,2011
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10509,Eros,132498,2003
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10603,SPC,125120,2009
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10764,BM,111682,2015
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10955,Magn.,100343,2012
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11691,Strand,59954,2011
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11906,Reg.,52384,2008
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12597,Rocket,32771,2011
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13293,Leis.,20523,2006
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15290,Pict.,3013,2005
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15657,7Arts,853,2010
titles04/index.html.10297,tt0790799,,,http://www.imdb.com/title/tt0790799/,6.7,2305.0,4680.0,2008.0,video.movie,2,3,3,2,19,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15720,Magn.,422,2017
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,175,WB,210614939,2007
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,289,Sony,166112167,2009
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,742,WB,95020213,2013
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,917,Sony,81159365,2008
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,WB,74865517,1979
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1072,MGM/W,71985628,2007
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2029,MGM,40400657,1984
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2329,Sum.,35014192,2011
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2530,Uni.,31755742,1979
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2532,Focus,31749894,2009
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3730,Mira.,16757163,1998
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4866,Gold.,8430492,1984
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5377,Atl,5979011,1988
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5441,WB,5727130,1997
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7162,SPC,1444588,2005
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7332,RAtt.,1270847,2015
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7938,Men.,832378,2017
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8016,Saban,779820,2016
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9708,Gold.,230600,2009
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10131,ADC,170000,2017
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10476,Vari.,135739,2011
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10509,Eros,132498,2003
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10603,SPC,125120,2009
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10764,BM,111682,2015
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10955,Magn.,100343,2012
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11691,Strand,59954,2011
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11906,Reg.,52384,2008
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12597,Rocket,32771,2011
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13293,Leis.,20523,2006
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15290,Pict.,3013,2005
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15657,7Arts,853,2010
titles04/index.html.10326,tt0798817,,,http://www.imdb.com/title/tt0798817/,6.1,29235.0,5460.0,2010.0,video.movie,1,0,3,0,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15720,Magn.,422,2017
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,WB,210614939,2007
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,Sony,166112167,2009
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,WB,95020213,2013
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,Sony,81159365,2008
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,WB,74865517,1979
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,MGM/W,71985628,2007
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,MGM,40400657,1984
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,Sum.,35014192,2011
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,Uni.,31755742,1979
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,Focus,31749894,2009
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730,Mira.,16757163,1998
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866,Gold.,8430492,1984
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5377,Atl,5979011,1988
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5441,WB,5727130,1997
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7162,SPC,1444588,2005
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,RAtt.,1270847,2015
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7938,Men.,832378,2017
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8016,Saban,779820,2016
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9708,Gold.,230600,2009
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10131,ADC,170000,2017
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10476,Vari.,135739,2011
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10509,Eros,132498,2003
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10603,SPC,125120,2009
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10764,BM,111682,2015
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10955,Magn.,100343,2012
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11691,Strand,59954,2011
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11906,Reg.,52384,2008
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12597,Rocket,32771,2011
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13293,Leis.,20523,2006
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15290,Pict.,3013,2005
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15657,7Arts,853,2010
titles04/index.html.11982,tt1370429,,,http://www.imdb.com/title/tt1370429/,7.3,1805.0,8100.0,2009.0,video.movie,0,0,5,0,24,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15720,Magn.,422,2017
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175,WB,210614939,2007
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,289,Sony,166112167,2009
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,742,WB,95020213,2013
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,917,Sony,81159365,2008
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1027,WB,74865517,1979
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1072,MGM/W,71985628,2007
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2029,MGM,40400657,1984
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2329,Sum.,35014192,2011
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2530,Uni.,31755742,1979
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2532,Focus,31749894,2009
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3730,Mira.,16757163,1998
titles04/index.html.12339,tt1517177,,,http://www.imdb.com/title/tt1517177/,6.8,3463.0,7140.0,2010.0,video.movie,8,9,4,15,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4866,Gold.,8430492,1984
