fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year_x,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,rank,studio,lifetime_gross,year_y
titles03/index.html.2758,tt0120780,outofsight,out of sight,http://www.imdb.com/title/tt0120780/,7.1,62687.0,7380.0,1998.0,video.movie,13,7,104,552,296,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2182,Uni.,37562568,1998
titles03/index.html.2768,tt0120812,rushhour,rush hour,http://www.imdb.com/title/tt0120812/,6.9,143924.0,5880.0,1998.0,video.movie,6,7,71,992,305,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151,NL,226164286,2001
titles03/index.html.2768,tt0120812,rushhour,rush hour,http://www.imdb.com/title/tt0120812/,6.9,143924.0,5880.0,1998.0,video.movie,6,7,71,992,305,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,384,NL,141186864,1998
titles03/index.html.2768,tt0120812,rushhour,rush hour,http://www.imdb.com/title/tt0120812/,6.9,143924.0,5880.0,1998.0,video.movie,6,7,71,992,305,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,387,NL,140125968,2007
titles03/index.html.3333,tt0266915,rushhour,rush hour,http://www.imdb.com/title/tt0266915/,6.5,126442.0,5400.0,2001.0,video.movie,10,19,61,172,391,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,NL,226164286,2001
titles03/index.html.3333,tt0266915,rushhour,rush hour,http://www.imdb.com/title/tt0266915/,6.5,126442.0,5400.0,2001.0,video.movie,10,19,61,172,391,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,NL,141186864,1998
titles03/index.html.3333,tt0266915,rushhour,rush hour,http://www.imdb.com/title/tt0266915/,6.5,126442.0,5400.0,2001.0,video.movie,10,19,61,172,391,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,NL,140125968,2007
titles03/index.html.3466,tt0293564,rushhour,rush hour,http://www.imdb.com/title/tt0293564/,6.1,93098.0,5460.0,2007.0,video.movie,0,0,68,267,220,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,NL,226164286,2001
titles03/index.html.3466,tt0293564,rushhour,rush hour,http://www.imdb.com/title/tt0293564/,6.1,93098.0,5460.0,2007.0,video.movie,0,0,68,267,220,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,NL,141186864,1998
titles03/index.html.3466,tt0293564,rushhour,rush hour,http://www.imdb.com/title/tt0293564/,6.1,93098.0,5460.0,2007.0,video.movie,0,0,68,267,220,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,NL,140125968,2007
titles03/index.html.2782,tt0120891,wildwildwest,wild wild west,http://www.imdb.com/title/tt0120891/,4.7,108923.0,6360.0,1999.0,video.movie,10,11,111,302,637,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,566,WB,113804681,1999
titles03/index.html.2795,tt0122718,smallsoldiers,small soldiers,http://www.imdb.com/title/tt0122718/,6.1,64739.0,6480.0,1998.0,video.movie,2,4,53,103,127,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,DW,54682547,1998
titles03/index.html.2800,tt0123338,minutes,minutes tv series,http://www.imdb.com/title/tt0123338/,7.9,1171.0,3600.0,1968.0,video.tv,56,128,46,147,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3017,NL,24403552,2001
titles03/index.html.2800,tt0123338,minutes,minutes tv series,http://www.imdb.com/title/tt0123338/,7.9,1171.0,3600.0,1968.0,video.tv,56,128,46,147,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3678,Sony,17213467,2008
titles03/index.html.2800,tt0123338,minutes,minutes tv series,http://www.imdb.com/title/tt0123338/,7.9,1171.0,3600.0,1968.0,video.tv,56,128,46,147,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10207,SPC,161531,2017
titles04/index.html.7731,tt0309123,minutes,minutes tv series,http://www.imdb.com/title/tt0309123/,6.4,68.0,3600.0,1979.0,video.tv,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3017,NL,24403552,2001
titles04/index.html.7731,tt0309123,minutes,minutes tv series,http://www.imdb.com/title/tt0309123/,6.4,68.0,3600.0,1979.0,video.tv,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3678,Sony,17213467,2008
titles04/index.html.7731,tt0309123,minutes,minutes tv series,http://www.imdb.com/title/tt0309123/,6.4,68.0,3600.0,1979.0,video.tv,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10207,SPC,161531,2017
titles04/index.html.8836,tt0411061,minutes,minutes,http://www.imdb.com/title/tt0411061/,5.9,57426.0,6480.0,2007.0,video.movie,0,0,43,0,254,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3017,NL,24403552,2001
titles04/index.html.8836,tt0411061,minutes,minutes,http://www.imdb.com/title/tt0411061/,5.9,57426.0,6480.0,2007.0,video.movie,0,0,43,0,254,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3678,Sony,17213467,2008
titles04/index.html.8836,tt0411061,minutes,minutes,http://www.imdb.com/title/tt0411061/,5.9,57426.0,6480.0,2007.0,video.movie,0,0,43,0,254,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10207,SPC,161531,2017
titles03/index.html.2803,tt0123987,madeline,madeline,http://www.imdb.com/title/tt0123987/,5.9,3978.0,5280.0,1998.0,video.movie,0,0,70,0,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657,Sony,29967750,1998
titles04/index.html.1189,tt0044865,madeline,madeline,http://www.imdb.com/title/tt0044865/,7.1,74.0,480.0,1952.0,video.movie,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2657,Sony,29967750,1998
titles03/index.html.2804,tt0124198,verybadthings,very bad things,http://www.imdb.com/title/tt0124198/,6.3,35476.0,6000.0,1998.0,video.movie,2,3,29,104,475,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4670,Poly,9898412,1998
titles03/index.html.2808,tt0124819,orgazmo,orgazmo,http://www.imdb.com/title/tt0124819/,6.2,26998.0,5640.0,1997.0,video.movie,0,0,23,26,168,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8370,Oct.,602302,1998
titles03/index.html.2817,tt0125439,nottinghill,notting hill,http://www.imdb.com/title/tt0125439/,7.0,153227.0,7440.0,1999.0,video.movie,12,14,49,1334,579,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,549,Uni.,116089678,1999
titles03/index.html.2823,tt0126886,election,election,http://www.imdb.com/title/tt0126886/,7.3,62886.0,6180.0,1999.0,video.movie,22,18,34,381,429,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3947,Par.,14902041,1999
titles03/index.html.2825,tt0127536,elizabeth,elizabeth,http://www.imdb.com/title/tt0127536/,7.6,64215.0,7440.0,1998.0,video.movie,32,32,68,1070,402,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,Gram.,30082699,1998
titles03/index.html.2836,tt0130121,mickeyblueeyes,mickey blue eyes,http://www.imdb.com/title/tt0130121/,5.8,26696.0,6120.0,1999.0,video.movie,0,0,72,19,113,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2385,WB,33864342,1999
titles03/index.html.2860,tt0134983,supernova,supernova,http://www.imdb.com/title/tt0134983/,4.7,12399.0,5400.0,2000.0,video.movie,0,0,59,19,264,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4040,MGM,14230455,2000
titles03/index.html.2863,tt0137363,arlingtonroad,arlington road,http://www.imdb.com/title/tt0137363/,7.2,61848.0,7020.0,1999.0,video.movie,0,0,45,136,577,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2995,Sony,24756177,1999
titles03/index.html.2864,tt0137386,billyshollywoodscreenkiss,billy s hollywood screen kiss,http://www.imdb.com/title/tt0137386/,7.2,2975.0,5520.0,1998.0,video.movie,2,2,12,5,56,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6721,Trim.,2070399,1998
titles03/index.html.2866,tt0138097,shakespeareinlove,shakespeare in love,http://www.imdb.com/title/tt0138097/,7.2,143051.0,7380.0,1998.0,video.movie,51,61,85,1495,740,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,704,Mira.,100317794,1998
titles03/index.html.2868,tt0138414,edgeofseventeen,edge of seventeen,http://www.imdb.com/title/tt0138414/,6.8,3946.0,5940.0,1998.0,video.movie,5,2,2,0,73,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7877,Strand,871759,1999
titles03/index.html.287,tt0032910,pinocchio,pinocchio,http://www.imdb.com/title/tt0032910/,7.6,56697.0,5280.0,1940.0,video.movie,2,0,63,179,124,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,Dis.,84254167,1940
titles03/index.html.287,tt0032910,pinocchio,pinocchio,http://www.imdb.com/title/tt0032910/,7.6,56697.0,5280.0,1940.0,video.movie,2,0,63,179,124,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6006,Mira.,3684305,2002
titles04/index.html.2587,tt0067061,pinocchio,pinocchio,http://www.imdb.com/title/tt0067061/,4.3,93.0,4740.0,1971.0,video.movie,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,Dis.,84254167,1940
titles04/index.html.2587,tt0067061,pinocchio,pinocchio,http://www.imdb.com/title/tt0067061/,4.3,93.0,4740.0,1971.0,video.movie,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6006,Mira.,3684305,2002
titles03/index.html.2873,tt0139388,ithadtobeyou,it had to be you,http://www.imdb.com/title/tt0139388/,5.7,1316.0,5400.0,2000.0,video.movie,0,0,2,32,40,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14616,Gold.,7162,2016
titles04/index.html.895,tt0039500,ithadtobeyou,it had to be you,http://www.imdb.com/title/tt0039500/,6.7,411.0,5880.0,1947.0,video.movie,0,0,0,0,18,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14616,Gold.,7162,2016
titles03/index.html.2876,tt0139699,varsityblues,varsity blues,http://www.imdb.com/title/tt0139699/,6.4,30260.0,6000.0,1999.0,video.movie,2,4,54,226,260,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1549,Par.,52894169,1999
titles03/index.html.2880,tt0141105,freeenterprise,free enterprise,http://www.imdb.com/title/tt0141105/,7.0,2771.0,6780.0,1998.0,video.movie,4,1,15,57,101,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12717,Reg.,30229,1999
titles03/index.html.2887,tt0142342,bigdaddy,big daddy,http://www.imdb.com/title/tt0142342/,6.4,122995.0,5580.0,1999.0,video.movie,8,11,101,30,279,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,Sony,163479795,1999
titles03/index.html.2896,tt0146309,thirteendays,thirteen days,http://www.imdb.com/title/tt0146309/,7.3,39325.0,8700.0,2000.0,video.movie,3,7,64,111,311,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2351,NL,34592089,2000
titles03/index.html.2900,tt0147612,happiness,happiness,http://www.imdb.com/title/tt0147612/,7.8,47177.0,8040.0,1998.0,video.movie,13,14,22,302,487,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6337,Good,2807390,1998
titles03/index.html.2934,tt0159272,beautifulpeople,beautiful people,http://www.imdb.com/title/tt0159272/,6.7,2103.0,6420.0,1999.0,video.movie,4,4,18,0,29,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9507,Trim.,264292,2000
titles03/index.html.2946,tt0162346,ghostworld,ghost world,http://www.imdb.com/title/tt0162346/,7.5,80591.0,6660.0,2001.0,video.movie,35,31,35,304,469,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312,MGM,6217849,2001
titles03/index.html.2947,tt0162661,sleepyhollow,sleepy hollow,http://www.imdb.com/title/tt0162661/,7.5,211693.0,6300.0,1999.0,video.movie,22,28,74,815,971,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,687,Par.,101071502,1999
titles03/index.html.6692,tt2647544,sleepyhollow,sleepy hollow tv series,http://www.imdb.com/title/tt2647544/,7.9,25221.0,2700.0,2013.0,video.tv,0,0,153,511,84,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,Par.,101071502,1999
titles03/index.html.2948,tt0162677,summerofsam,summer of sam,http://www.imdb.com/title/tt0162677/,6.6,27660.0,8520.0,1999.0,video.movie,0,0,28,63,340,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3457,BV,19288130,1999
titles03/index.html.2951,tt0163978,thebeach,the beach,http://www.imdb.com/title/tt0163978/,6.6,131875.0,7140.0,2000.0,video.movie,0,0,90,382,538,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2063,Fox,39785027,2000
titles03/index.html.2963,tt0165929,romeomustdie,romeo must die,http://www.imdb.com/title/tt0165929/,6.0,48489.0,6900.0,2000.0,video.movie,1,7,87,106,350,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1464,WB,55973336,2000
titles03/index.html.2967,tt0166175,eastiseast,east is east,http://www.imdb.com/title/tt0166175/,6.9,12934.0,5760.0,1999.0,video.movie,15,8,29,133,160,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5842,Mira.,4177818,2000
titles03/index.html.2973,tt0166924,mulhollanddrive,mulholland drive,http://www.imdb.com/title/tt0166924/,8.0,188272.0,8820.0,2001.0,video.movie,42,33,89,844,1709,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5098,Uni.,7220243,2001
titles03/index.html.2992,tt0172156,badboysii,bad boys ii,http://www.imdb.com/title/tt0172156/,6.5,139551.0,8820.0,2003.0,video.movie,5,12,92,383,505,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,Sony,138608444,2003
titles03/index.html.30,tt0013496,phantom,phantom,http://www.imdb.com/title/tt0013496/,7.1,836.0,7500.0,1922.0,video.movie,0,0,0,0,14,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7644,RCR,1034589,2013
titles03/index.html.30,tt0013496,phantom,phantom,http://www.imdb.com/title/tt0013496/,7.1,836.0,7500.0,1922.0,video.movie,0,0,0,0,14,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8648,UTV,489984,2015
titles03/index.html.3002,tt0175880,magnolia,magnolia,http://www.imdb.com/title/tt0175880/,8.0,205640.0,11280.0,1999.0,video.movie,22,35,52,766,1397,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3154,NL,22455976,1999
titles03/index.html.3014,tt0180734,hardball,hardball,http://www.imdb.com/title/tt0180734/,6.3,18606.0,6360.0,2001.0,video.movie,0,0,75,37,125,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2041,Par.,40222729,2001
titles03/index.html.3036,tt0186151,frequency,frequency,http://www.imdb.com/title/tt0186151/,7.3,67402.0,7080.0,2000.0,video.movie,2,6,35,53,494,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,NL,45010278,2000
titles03/index.html.3054,tt0194218,panic,panic,http://www.imdb.com/title/tt0194218/,6.8,6614.0,5280.0,2000.0,video.movie,0,0,6,33,117,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8019,Roxie,779137,2000
titles03/index.html.3056,tt0195685,erinbrockovich,erin brockovich,http://www.imdb.com/title/tt0195685/,7.3,108383.0,7860.0,2000.0,video.movie,34,43,164,607,474,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,Uni.,125595205,2000
titles03/index.html.3057,tt0195714,finaldestination,final destination,http://www.imdb.com/title/tt0195714/,6.8,141163.0,5880.0,2000.0,video.movie,3,3,65,1679,656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1514,NL,54098051,2006
titles03/index.html.3057,tt0195714,finaldestination,final destination,http://www.imdb.com/title/tt0195714/,6.8,141163.0,5880.0,2000.0,video.movie,3,3,65,1679,656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1538,NL,53331147,2000
titles03/index.html.3057,tt0195714,finaldestination,final destination,http://www.imdb.com/title/tt0195714/,6.8,141163.0,5880.0,2000.0,video.movie,3,3,65,1679,656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1763,NL,46961214,2003
titles03/index.html.3057,tt0195714,finaldestination,final destination,http://www.imdb.com/title/tt0195714/,6.8,141163.0,5880.0,2000.0,video.movie,3,3,65,1679,656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1939,WB (NL),42587643,2011
titles04/index.html.11348,tt1144884,finaldestination,final destination,http://www.imdb.com/title/tt1144884/,5.1,59272.0,4920.0,2009.0,video.movie,2,1,74,1127,283,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1514,NL,54098051,2006
titles04/index.html.11348,tt1144884,finaldestination,final destination,http://www.imdb.com/title/tt1144884/,5.1,59272.0,4920.0,2009.0,video.movie,2,1,74,1127,283,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1538,NL,53331147,2000
titles04/index.html.11348,tt1144884,finaldestination,final destination,http://www.imdb.com/title/tt1144884/,5.1,59272.0,4920.0,2009.0,video.movie,2,1,74,1127,283,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1763,NL,46961214,2003
titles04/index.html.11348,tt1144884,finaldestination,final destination,http://www.imdb.com/title/tt1144884/,5.1,59272.0,4920.0,2009.0,video.movie,2,1,74,1127,283,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1939,WB (NL),42587643,2011
titles04/index.html.12643,tt1622979,finaldestination,final destination,http://www.imdb.com/title/tt1622979/,5.9,67140.0,5520.0,2011.0,video.movie,1,3,46,1160,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1514,NL,54098051,2006
titles04/index.html.12643,tt1622979,finaldestination,final destination,http://www.imdb.com/title/tt1622979/,5.9,67140.0,5520.0,2011.0,video.movie,1,3,46,1160,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1538,NL,53331147,2000
titles04/index.html.12643,tt1622979,finaldestination,final destination,http://www.imdb.com/title/tt1622979/,5.9,67140.0,5520.0,2011.0,video.movie,1,3,46,1160,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1763,NL,46961214,2003
titles04/index.html.12643,tt1622979,finaldestination,final destination,http://www.imdb.com/title/tt1622979/,5.9,67140.0,5520.0,2011.0,video.movie,1,3,46,1160,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1939,WB (NL),42587643,2011
titles04/index.html.7734,tt0309593,finaldestination,final destination,http://www.imdb.com/title/tt0309593/,6.2,98526.0,5400.0,2003.0,video.movie,0,0,79,367,460,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1514,NL,54098051,2006
titles04/index.html.7734,tt0309593,finaldestination,final destination,http://www.imdb.com/title/tt0309593/,6.2,98526.0,5400.0,2003.0,video.movie,0,0,79,367,460,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1538,NL,53331147,2000
titles04/index.html.7734,tt0309593,finaldestination,final destination,http://www.imdb.com/title/tt0309593/,6.2,98526.0,5400.0,2003.0,video.movie,0,0,79,367,460,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1763,NL,46961214,2003
titles04/index.html.7734,tt0309593,finaldestination,final destination,http://www.imdb.com/title/tt0309593/,6.2,98526.0,5400.0,2003.0,video.movie,0,0,79,367,460,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1939,WB (NL),42587643,2011
titles04/index.html.8868,tt0414982,finaldestination,final destination,http://www.imdb.com/title/tt0414982/,5.8,81777.0,5580.0,2006.0,video.movie,0,0,48,293,559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,NL,54098051,2006
titles04/index.html.8868,tt0414982,finaldestination,final destination,http://www.imdb.com/title/tt0414982/,5.8,81777.0,5580.0,2006.0,video.movie,0,0,48,293,559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,NL,53331147,2000
titles04/index.html.8868,tt0414982,finaldestination,final destination,http://www.imdb.com/title/tt0414982/,5.8,81777.0,5580.0,2006.0,video.movie,0,0,48,293,559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,NL,46961214,2003
titles04/index.html.8868,tt0414982,finaldestination,final destination,http://www.imdb.com/title/tt0414982/,5.8,81777.0,5580.0,2006.0,video.movie,0,0,48,293,559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,WB (NL),42587643,2011
titles03/index.html.3066,tt0199626,inthecut,in the cut,http://www.imdb.com/title/tt0199626/,5.3,16708.0,7140.0,2003.0,video.movie,1,2,29,115,349,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5670,SGem,4750602,2003
titles03/index.html.3067,tt0199725,lovebasketball,love basketball,http://www.imdb.com/title/tt0199725/,7.1,10678.0,7440.0,2000.0,video.movie,12,15,28,27,116,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2784,NL,27459615,2000
titles03/index.html.3068,tt0199753,redplanet,red planet,http://www.imdb.com/title/tt0199753/,5.6,40461.0,6360.0,2000.0,video.movie,0,0,123,222,341,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3641,WB,17480890,2000
titles03/index.html.3073,tt0202470,rockstar,rock star,http://www.imdb.com/title/tt0202470/,6.1,28668.0,6300.0,2001.0,video.movie,0,0,94,17,186,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3704,WB,17008282,2001
titles03/index.html.3073,tt0202470,rockstar,rock star,http://www.imdb.com/title/tt0202470/,6.1,28668.0,6300.0,2001.0,video.movie,0,0,94,17,186,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7743,Eros,986697,2011
titles04/index.html.13154,tt1839596,rockstar,rockstar,http://www.imdb.com/title/tt1839596/,7.6,14846.0,9540.0,2011.0,video.movie,16,11,8,689,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3704,WB,17008282,2001
titles04/index.html.13154,tt1839596,rockstar,rockstar,http://www.imdb.com/title/tt1839596/,7.6,14846.0,9540.0,2011.0,video.movie,16,11,8,689,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7743,Eros,986697,2011
titles03/index.html.3080,tt0204626,thewatcher,the watcher,http://www.imdb.com/title/tt0204626/,5.3,19705.0,5820.0,2000.0,video.movie,0,0,25,30,176,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2701,Uni.,28946615,2000
