rank,title,studio,lifetime_gross,year
14014,theescape,IFC,12074,2018
14015,sexpositive,Reg.,12069,2009
14016,dreamingofjosephlees,FoxS,12044,1999
14017,defamation,FRun,12038,2009
14018,thefrenchminister,IFC,12027,2014
14019,lostangelsskidrowismyhome,CLS,12025,2012
14020,pictureme,Strand,12008,2010
14021,shayekiki,Indic.,12000,2002
14022,thevindicator,,12000,1986
14023,deepgold,BFA,12000,2011
14024,mindingthegap,Magn.,11998,2018
14025,killzone,WGUSA,11998,2016
14026,rick,Vita.,11991,2004
14027,thelegendofleighbowery,Palm,11989,2003
14028,allbabeswanttokillme,HCF,11975,2005
14029,laststopforpaul,Mndt,11951,2008
14030,thegogetter,PArch,11931,2008
14031,johnmcenroeintherealmofperfection,Osci.,11915,2018
14032,yellowasphalt,NYer,11907,2002
14033,ofhorsesandmen,MBox,11894,2015
14034,inthefog,Strand,11894,2013
14035,vengeanceismine,Jan.,11891,2007
14036,newyorkinthes,Avat.,11882,2001
14037,smokersonly,Strand,11871,2002
14038,quidproquo,Magn.,11864,2008
14039,revengeofthemekons,MBox,11861,2014
14040,farfromhome,Vest,11859,1989
14041,contreenquete,All.,11846,2008
14042,dreamsrewired,Icar.,11843,2015
14043,lesparentsterribles,Cohen,11818,2018
14044,janicebeard,Emp.,11816,2002
14045,emptyingtheskies,MBox,11811,2015
14046,womanisthefutureofman,NYer,11807,2006
14047,chelseaontherocks,Aliq.,11799,2009
14048,thedryland,Free,11777,2010
14049,falconrising,Free,11774,2014
14050,blockade,Icar.,11750,2007
14051,ridofme,SD,11740,2011
14052,writerofo,Zeit.,11728,2005
14053,luchamexico,KL,11722,2016
14054,mariesstory,FM,11720,2015
14055,whitewedding,Da.,11710,2010
14056,hellskitchen,Cow.,11710,1999
14057,hannah,PDF,11700,2018
14058,onepeaceatatime,Mont.,11698,2009
14059,breakingup,WB,11690,1997
14060,myvoyagetoitaly,Mira.,11683,2001
14061,dontcallmeson,Zeit.,11678,2016
14062,pontiacmoon,Par.,11669,1994
14063,saltofthissea,Lorb.,11662,2010
14064,homeiswherethehartis,Atl,11660,1987
14065,charliecountryman,MNE,11650,2013
14066,saints,AFP,11640,2013
14067,lifeofriley,KL,11616,2014
14068,angelsinthedust,CLS,11606,2007
14069,livingiseasywitheyesclosed,Outs,11600,2014
14070,operationfilmmaker,Icar.,11573,2008
14071,thisisourland,Distrib.,11567,2018
14072,cropcirclesquestfortruth,Open,11562,2002
14073,intoxicating,RA,11560,2004
14074,thepreppieconnection,IFC,11558,2016
14075,riverofgrass,Osci.,11553,2016
14076,eastofhavana,BMG,11550,2007
14077,theruinsoflifta,FRun,11548,2016
14078,kidnappingofmichelhouellebecq,KL,11546,2015
14079,ultrasuede,Trib.,11539,2012
14080,afterthecupsonsofsakhninunited,Vari.,11538,2010
14081,deadawake,FR,11528,2017
14082,girlplay,Wlfe.,11523,2005
14083,elektraluxx,Gold.,11514,2011
14084,yourenotyou,EOne,11486,2014
14085,manfast,HGS,11480,2003
14086,waltzinganna,KMG,11455,2006
14087,wholenewthing,Pict.,11445,2007
14088,thetaqwacores,Strand,11445,2010
14089,sputnikmania,Bal.,11441,2008
14090,gardensofthenight,CityL,11436,2008
14091,quietchaos,IFC,11434,2009
14092,thegreatinvisible,RTWC,11428,2014
14093,thefinalmember,Drft.,11428,2014
14094,themesmerist,7Art,11422,2002
14095,loveforbidden,Strand,11421,2003
14096,legrandrole,FRun,11419,2005
14097,souvenir,Strand,11411,2018
14098,taxidermia,Reg.,11408,2009
14099,justlikeawoman,Cohen,11403,2013
14100,besidebowiethemickronsonstory,PDF,11400,2017
14101,verdictonauschwitz,FRun,11396,2007
14102,ironwarrior,TWE,11385,1987
14103,cameraobscura,Fish,11384,2003
14104,cherry,Abr.,11362,2010
14105,familyfundamentals,Focus,11344,2002
14106,theamazingcatfish,Strand,11342,2014
14107,saigonbodyguards,CJ,11314,2017
14108,viktoria,BWP,11314,2016
14109,cinemania,Loop,11305,2003
14110,ottoorupwiththedeadpeople,Strand,11295,2008
14111,thedevilsviolinist,Free,11294,2015
14112,livefreakydiefreaky,Wells,11290,2006
14113,dishkiyaoon,Eros,11288,2014
14114,jeruzalem,EpicPics,11287,2016
14115,theowholived,Zeit.,11271,2016
14116,lookingforpalladin,Wildc.,11268,2009
14117,policeman,Crnth,11263,2014
14118,anonymous,AD,11239,2016
14119,thepathologicaloptimist,TFA,11222,2017
14120,theassassinscode,Grav.,11218,2018
14121,tourtruffaut,Wins.,11206,1999
14122,fatgirls,Reg.,11204,2007
14123,ugetsu,Jan.,11197,2017
14124,soyoung,CL,11186,2013
14125,childrenofinvention,,11183,2010
14126,rendezvousinjuly,Rialto,11168,2018
14127,lostinbeijing,NYer,11163,2008
14128,greetingsfromtimbuckley,Trib.,11157,2013
14129,thelastparty,Trit,11156,1993
14130,nowforager,Argo.,11146,2012
14131,theweddingpartydestinationdubai,IronFlix,11140,2018
14132,dragon,RTWC,11137,2012
14133,thesuburbans,Sony,11130,1999
14134,thesurburbans,Sony,11130,1999
14135,insight,CED,11100,2011
14136,sweetvirginia,IFC,11089,2017
14137,winninggirlsthroughpsychicmindcontrol,Psyc.,11089,2005
14138,thechallenge,KL,11043,2017
14139,thewomanwiththefiveelephants,CGld,11026,2011
14140,gasoline,Strand,11023,2003
14141,payplaydemocracyshighstakes,SFI,11021,2014
14142,thefrontline,WGUSA,11018,2012
14143,ihatevalentinesday,IFC,11004,2009
14144,theconradboys,Newp.,11001,2006
14145,christina,Indic.,11000,2010
14146,paulyshoreisdead,Reg.,11000,2004
14147,manito,FM,11000,2003
14148,grams,KL,10983,2015
14149,talesofthenight,GK,10975,2012
14150,justbeforeigo,Anch.,10970,2015
14151,diggingupthemarrow,HF,10969,2015
14152,henningmankellswallandertherevenge,MBox,10960,2012
14153,sarahpalinyoubetcha,Free,10935,2011
14154,belletoujours,NYer,10921,2007
14155,mcatruetestimonial,Avat.,10888,2004
14156,stardom,Lions,10886,2000
14157,theplayers,Wein.,10854,2014
14158,asitisinheaven,,10850,2014
14159,whathappenedlastnight,Gemelli,10844,2016
14160,springfever,Strand,10824,2010
14161,alonewithher,IFC,10787,2007
14162,themanwhoshookthehandofvicentefernandez,Indic.,10782,2012
14163,timeandtide,Sony,10770,2001
14164,malamala,Strand,10761,2015
14165,specialforces,EOne,10759,2012
14166,aresurrection,AD,10730,2013
14167,amatteroftaste,Att.,10720,2001
14168,freshmanorientation,Reg.,10718,2007
14169,magictowin,CL,10697,2011
14170,thepleasureofbeingrobbed,IFC,10687,2008
14171,madeincleveland,SE,10681,2013
14172,nationalbird,FR,10656,2016
14173,empireoflust,CJ,10654,2015
14174,americanmeat,LB,10650,2013
14175,caucus,BFOA,10645,2013
14176,robotcarnival,Stl.,10642,1991
14177,mindthegap,Zion,10637,2004
14178,onemoreround,SilP.,10629,2005
14179,pathfinder,IFE,10628,1990
14180,lovesong,Strand,10626,2017
14181,jupiterswife,AL,10622,1995
14182,peterandvandy,Strand,10618,2009
14183,ranaswedding,Arab,10604,2003
14184,midgetzombietakeover,DWOES,10604,2013
14185,marriageitalianstyle,KC,10600,2011
14186,insidethemindofleonardodavinciind,SD,10600,2014
14187,whaledreamers,Mont.,10584,2008
14188,schizopolis,N.Arts,10580,1997
14189,foundmemories,FM,10575,2012
14190,chinaheavyweight,Zeit.,10550,2012
14191,nola,IDP,10550,2003
14192,motorama,2Mn,10535,1993
14193,whiterainbow,Indic.,10529,2006
14194,fasttriplongdrop,Drif,10524,1995
14195,fightingtommyriley,Free,10514,2005
14196,waitingforarmageddon,FRun,10501,2010
14197,splinter,Magic,10497,2007
14198,clarence,Indic.,10495,2017
14199,zerokelvin,Kino,10493,1996
14200,santamesa,Indic.,10490,2012
14201,theautopsyofjanedoe,IFC,10474,2016
14202,themilkofsorrow,Olive,10462,2010
14203,nortetheendofhistory,CGld,10457,2014
14204,evilintent,DWOES,10454,2013
14205,classrank,Cdgm.,10452,2018
14206,rogue,TRR,10452,2008
14207,letsgetfrank,Rnd.,10440,2004
14208,straydogs,CGld,10433,2014
14209,inthepit,Kino,10433,2007
14210,mamaafricamiriammakeba,Artma,10430,2018
14211,loveinthetimeofmoney,Think,10410,2002
14212,home,Mont.,10405,2009
14213,forgivingdrmengele,FRun,10403,2006
14214,shanghaicalling,SM,10400,2013
14215,elemental,TFC,10358,2013
14216,zerobridge,FDesk,10357,2011
14217,theheirapparentlargowinch,MBox,10352,2011
14218,livingmar,Jan.,10347,2013
14219,sogoesthenation,IFC,10337,2006
14220,serialkiller,KL,10330,2016
14221,battleforhaditha,Lafa.,10310,2008
14222,oasis,Life,10304,2004
14223,paintedwoman,Amor,10298,2017
14224,thevanishedempire,Kino,10289,2009
14225,chaos,Din.,10289,2005
14226,shepardanddark,MBox,10278,2013
14227,asitisinheaven,Vita.,10236,2008
14228,theendlesssummer,Mont.,10233,2014
14229,amelia,TriCoast,10233,2017
14230,approachingtheunknown,INDEP,10232,2016
14231,steelcity,Truly,10227,2007
14232,theprinceofthehimalayas,AM,10190,2011
14233,missminoes,MBox,10189,2011
14234,ethanmao,Marg.,10178,2005
14235,theforecaster,FOR,10172,2015
14236,zindagirocks,Eros,10172,2006
14237,blackisblackaint,Tara,10171,1995
14238,thetigerandthesnow,Strand,10167,2006
14239,glenorglenda,Par.,10158,1981
14240,abirdoftheair,Pala.,10152,2011
14241,husbandsingoa,UTV,10135,2012
14242,revolution,Exil.,10133,2002
14243,betatest,Mirror,10104,2016
14244,goodmorningnight,Wells,10093,2005
14245,putinskiss,KL,10082,2012
14246,beforeidisappear,IFC,10078,2014
14247,littleaccidents,Ampl.,10071,2015
14248,theinformant,MBox,10068,2013
14249,kedma,Kino,10067,2003
14250,thesunshinemakers,FR,10042,2017
14251,comeundone,FM,10035,2010
14252,starrystarrynight,CL,10033,2012
14253,circle,Indic.,10024,2010
14254,themindofmarkdefriest,CDF,10021,2015
14255,arjunthewarriorprince,UTV,10017,2012
14256,thedodecapentathlon,RF,10000,2012
14257,hughhefnerplayboyactivistandrebel,P4,10000,2010
14258,furious,CARUSEL,9996,2018
14259,intotheforest,A24,9995,2016
14260,madeinfrance,UTMW,9956,2016
14261,actofgod,Zeit.,9955,2009
14262,wildtigersihaveknown,IFC,9946,2007
14263,ninasheavenlydelights,Reg.,9936,2007
14264,solocontupareja,IFC,9915,2006
14265,hauntedsummer,Can.,9911,1988
14266,ifididntcare,Elep.,9902,2007
14267,fix,Mang.,9890,2009
14268,inthenameof,FM,9883,2013
14269,thetaxman,Pha.,9871,1999
14270,pleasestandby,Magn.,9868,2018
14271,takecareofmycat,Kino,9866,2002
14272,ascreamingman,FM,9862,2011
14273,inchallah,EOne,9840,2013
14274,kabbalahme,FRun,9816,2014
14275,downterrace,Magn.,9812,2010
14276,theriverwithin,InsL,9811,2009
14277,birthofthelivingdead,FRun,9802,2013
14278,cubaislandofmusic,Cn4,9791,2004
14279,marius,KL,9781,2014
14280,somethingtocheerabout,Truly,9777,2007
14281,postmortem,KL,9750,2012
14282,welcometothepunch,IFC,9747,2013
14283,stolenmoments,FRun,9743,1998
14284,thebookoflife,Wells,9740,1999
14285,findinghome,Castle,9736,2005
14286,itstherage,Silv.,9730,2000
14287,thepresidentslastbang,Kino,9724,2005
14288,ifyoudontiwill,FM,9719,2014
14289,machines,KL,9710,2017
14290,antoineandantoinette,Rialto,9704,2013
14291,brutalbeautytalesoftherosecityrollers,CP,9677,2010
14292,anatomy,Sony,9660,2000
14293,endgame,Mont.,9645,2009
14294,thequestofalainducasse,Magn.,9627,2018
14295,virgin,AL,9614,2004
14296,macbeth,Truly,9613,2007
14297,theunknownsoldier,FRun,9602,2007
14298,recgenesis,Magn.,9600,2012
14299,requiem,IFC,9600,2006
14300,mammoth,IFC,9580,2009
14301,ontheothersideofthetracks,Wein.,9572,2014
14302,vitobonafacci,CAVU,9570,2011
14303,blackballedthebobbydukesstory,7F,9528,2006
14304,hotelcolonial,Orion,9526,1987
14305,thelostarcade,26 Aries,9522,2016
14306,strangersontheearth,FRun,9518,2018
14307,livingproof,Gathr,9512,2017
14308,thatsummer,IFC,9501,2018
14309,openseason,Leg.,9481,1996
14310,stilllife,Trib.,9481,2015
14311,inthehouseofflies,PDF,9480,2014
14312,clairedolan,NYer,9480,2000
14313,elbonaerense,Men.,9470,2003
14314,truloved,Reg.,9467,2008
14315,thesasquatchgang,Scre.,9458,2007
14316,northernlights,APD/C,9453,2013
14317,astearsgoby,Kino,9436,2008
14318,ifiwereyou,KL,9432,2013
14319,illsingforyou,FRun,9425,2004
14320,zerocharisma,Trib.,9417,2013
14321,onecutonelife,FRun,9406,2015
14322,smileyface,First,9397,2007
14323,lchayimcomradestalin,CGld,9397,2003
14324,twobyscorsese,Kino,9395,2005
14325,primoamore,Strand,9392,2005
14326,misskietschildren,Icar.,9384,2017
14327,actsofworship,Mnf.,9377,2003
14328,crazylikeafox,DFF,9376,2006
14329,radiofreealbemuth,Free,9365,2014
14330,youngpeoplefucking,Blow.,9359,2008
14331,theendoflove,Vari.,9342,2013
14332,cartas,VF,9338,2013
14333,theimmortalists,Gathr,9331,2014
14334,milkandhoney,Wells,9331,2005
14335,bettermuscome,AFFRM,9318,2013
14336,honeymoon,Magn.,9318,2014
14337,wonderfulworld,Magn.,9309,2010
14338,rollingfamily,Palm,9291,2006
14339,chosen,MDL,9283,2016
14340,thecitydark,Argo.,9269,2012
14341,hooligansparrow,TFC,9263,2016
14342,illusion,Slow,9261,2006
14343,crossingtheline,Kino,9258,2007
14344,everythingwillbefine,IFC,9233,2015
14345,thesacrament,Magn.,9221,2014
14346,theledge,IFC,9216,2011
14347,flowers,FRun,9213,2013
14348,ghostteamone,TFA,9195,2013
14349,troubleeveryday,FDesk,9189,2013
14350,frankandlola,Pala.,9188,2016
14351,theyounggirlandthemonsoon,AL,9186,2001
14352,robertbleckerwantsmedead,Abr.,9166,2009
14353,cupcakes,Strand,9129,2015
14354,thirststreet,Gold.,9129,2017
14355,callmekuchu,Cdgm.,9124,2013
14356,faithconnections,KL,9111,2014
14357,lycan,PDF,9110,2017
14358,theeyes,PDF,9104,2017
14359,julianschnabelaprivateportrait,Cohen,9103,2017
14360,decodingdeepak,SF,9100,2012
14361,eightdaysaweek,Leg.,9090,1999
14362,ilposto,Cow.,9080,2002
14363,outofthepast,Zeit.,9078,1998
14364,abcafrica,NYer,9075,2002
14365,jankypromoters,TRR,9069,2009
14366,hilife,Lions,9066,1998
14367,elmarlamar,CGld,9065,2018
14368,livinglife,FmC.,9064,2005
14369,thelesson,FM,9045,2015
14370,tequilabodyshots,Hrtl,9037,1999
14371,chronic,MR,9033,2016
14372,clandestinechildhood,IFC,9017,2013
14373,artofsubmission,PMP,9004,2012
14374,stationtostation,SD,9000,2015
14375,zoowars,PDF,8998,2018
14376,aneyeforbeauty,MR,8994,2015
14377,survivorsguidetoprison,Grav.,8982,2018
14378,brotherhood,Olive,8979,2010
14379,bigwords,AFFRM,8965,2013
14380,slipstream,Strand,8965,2007
14381,magnus,FR,8944,2016
14382,threestars,FRun,8942,2012
14383,blackwhitegrayaportraitofsamwagstaffandrobertmapplethorpe,Arth.,8939,2007
14384,corpoceleste,FM,8919,2012
14385,beautyandthedogs,Osci.,8915,2018
14386,thehawk,Castle,8906,1993
14387,thelastking,Magn.,8905,2016
14388,imaginingargentina,Aren,8899,2004
14389,northernsoul,Free,8886,2015
14390,whiteelephant,Strand,8884,2013
14391,strike,L/Z,8872,2007
14392,bside,Indic.,8870,2015
14393,theswenkas,7Art,8860,2005
14394,senoritaextraviada,Bal.,8858,2003
14395,specialtreatment,FRun,8856,2011
14396,thepardon,Mont.,8845,2015
14397,providence,MS,8840,2016
14398,homerunshowdown,Imag.,8824,2012
14399,thecabinetofdrcaligari,KL,8811,2014
14400,paulcoelhosbeststory,MBox,8808,2015
14401,dawnofthecrescentmoon,Indic.,8799,2015
14402,hellbaby,MNE,8785,2013
14403,bloodandconcrete,IRS,8780,1991
14404,bouncebehindthevelvetrope,AL,8779,2001
14405,evilremains,Scre.,8747,2004
14406,elitesquad,IFC,8744,2008
14407,onlywhenidance,FM,8738,2010
14408,duetforone,Can.,8736,1986
14409,fanny,KL,8735,2014
14410,howiendedthissummer,FM,8733,2011
14411,closingescrow,Magn.,8719,2007
14412,themaninthewhitesuit,Rialto,8718,2012
14413,bloodfeast,Hann.,8708,2018
14414,imgladmymotherisalive,Strand,8705,2011
14415,amnesia,FM,8700,2017
14416,manonamission,FRun,8688,2012
14417,withouttheking,FRun,8663,2008
14418,amexicano,Maya,8655,2008
14419,smallbeautifulmovingparts,Long Shot,8631,2012
14420,agooddaytobeblackandsexy,Magn.,8629,2008
14421,dramamex,IFC,8628,2007
14422,comet,IFC,8623,2014
14423,mosquitaymari,TFC,8614,2012
14424,meetmeinmontenegro,Orch.,8612,2015
14425,farewelltohollywood,ICir,8601,2015
14426,generaleducation,PHP,8601,2012
14427,gijesus,Cnv.,8593,2007
14428,kaenatheprophecy,IDP,8593,2004
14429,lucky,P4,8564,2011
14430,themysteryofhappiness,Strand,8528,2014
14431,maigretsetsatrap,KL,8528,2017
14432,iwasajewishsexworker,Grey,8526,1997
14433,thequitter,OGP,8512,2014
14434,cartasaelena,Free,8511,2012
14435,thecountrydoctor,Distrib.,8494,2017
14436,summerof,MS,8492,2018
14437,zeroday,Avat.,8466,2003
14438,anotherhappyday,P4,8464,2011
14439,canopy,Mont.,8462,2014
14440,salvadorallende,Icar.,8454,2007
14441,goodbyemomo,Artma,8453,2007
14442,thesnowtownmurders,IFC,8452,2012
14443,blinddate,Vari.,8449,2009
14444,almosthuman,IFC,8447,2014
14445,theinstitute,Argo.,8445,2013
14446,wearetheflesh,Arrow,8438,2017
14447,helloherman,Free,8437,2013
14448,redhollywood,CGld,8426,2014
14449,loveisintheair,Focus,8425,2014
14450,glastonbury,Think,8419,2007
14451,dreamsofalife,Strand,8405,2012
14452,thehappysad,THS,8395,2013
14453,downloaded,Abr.,8377,2013
14454,counting,CGld,8374,2015
14455,gilbert,SD,8362,2017
14456,therisingplace,Flat,8360,2002
14457,stealingamericavotebyvote,Drct.,8350,2008
14458,eternitythemovie,Indic.,8350,2014
14459,gringotrails,Icar.,8349,2014
14460,ateacher,Osci.,8348,2013
14461,summerinberlin,DSt.,8340,2007
14462,illgottengains,Spat,8329,1998
14463,natasha,Men.,8325,2017
14464,winteroffrozendreams,Mont.,8321,2009
14465,mrchibbs,Abr.,8302,2017
14466,grace,Anch.,8297,2009
14467,servedlikeagirl,ENTMP,8290,2017
14468,yonkersjoe,Magn.,8286,2009
14469,wearetwistedfingsister,MBox,8277,2016
14470,lifepartners,Magn.,8265,2014
14471,aliyah,FM,8253,2013
14472,mojave,A24,8253,2016
14473,thegirlinthebook,Free,8245,2015
14474,emptyhours,Strand,8244,2014
14475,korkoro,Lorb.,8242,2011
14476,siliconcowboys,FR,8239,2016
14477,theinnocentsleep,Castle,8225,1997
14478,mybrotherswedding,Mile.,8217,2007
14479,afool,CL,8212,2015
14480,gladiatorsofrome,VPD,8201,2014
14481,spiral,Cohen,8190,2018
14482,jellyfisheyes,Jan.,8176,2015
14483,anatahan,KL,8171,2017
14484,suspendedanimation,FRun,8169,2003
14485,weirdsville,Magn.,8161,2007
14486,littlefish,First,8148,2006
14487,argentosdraculad,IFC,8139,2013
14488,twistoffaith,AL,8129,2005
14489,lorencass,Kino,8125,2009
14490,whatsinaname,UTMW,8111,2013
14491,fromnowhere,FR,8109,2017
14492,theintended,IFC,8106,2004
14493,restlesscity,AFFRM,8100,2012
14494,lamaisondelaradio,KL,8095,2013
14495,nextyearjerusalem,FRun,8093,2014
14496,pawnshopchronicles,Anch.,8088,2013
14497,gamesofloveandchance,NYer,8085,2005
14498,goldenkingdom,KL,8077,2016
14499,inthemirrorofmayaderen,Zeit.,8077,2003
14500,theotherside,FM,8074,2016
14501,spinningintobutter,Scre.,8064,2009
14502,isellthedead,IFC,8050,2009
14503,yearsofalcohol,Tar.,8046,2005
14504,falltograce,Truly,8043,2006
14505,noturningback,Inn.,8042,2003
14506,reunion,Abr.,8030,2009
14507,theironman,,8025,2007
14508,steakevolution,KL,8025,2015
14509,straightouttatompkins,Indic.,8022,2015
14510,wrecked,IFC,8020,2011
14511,occupationdreamland,Rum.,8018,2005
14512,thescoundrelswife,MFD,8018,2003
14513,pet,Gold.,8004,2016
14514,brothersintrouble,FRun,8000,1997
14515,scorched,Nev,8000,2003
14516,talenthashunger,FRun,7998,2016
14517,allaboutevil,PC,7995,2010
14518,papermask,Castle,7991,1991
14519,elevenminutes,Reg.,7986,2009
14520,onesmallhitch,Free,7965,2015
14521,roseanneforpresident,IFC,7960,2016
14522,stolen,IFC,7943,2010
14523,adecentfactory,Icar.,7925,2005
14524,mugabeandthewhiteafrican,FRun,7924,2010
14525,portraitofagarden,Ghop,7914,2016
14526,kilotwobravo,Hon,7891,2015
14527,thebabymakers,MNE,7889,2012
14528,nothinglefttofear,Anch.,7886,2013
14529,coastlines,IFC,7883,2006
14530,sweptaway,KL,7876,2017
14531,residentalien,Grey,7867,1991
14532,rigormortis,WGUSA,7865,2014
14533,zenith,CP,7862,2010
14534,theballadofleftybrown,A24,7856,2017
14535,theprinceofcentralpark,Key.,7838,2000
14536,roadie,Magn.,7825,2012
14537,photographicmemory,FRun,7822,2012
14538,thegreatman,Distrib.,7814,2015
14539,overdrive,VE,7793,2017
14540,archipelago,KL,7791,2014
14541,zerophilia,Micro.,7763,2006
14542,killyouridols,Palm,7753,2006
14543,andwhilewewerehere,WGUSA,7750,2013
14544,comebacktome,Free,7744,2014
14545,theriotclub,IFC,7734,2015
14546,awalktobeautiful,Engel,7718,2008
14547,darkriver,FR,7714,2018
14548,mauriziocattelanberightback,B360,7706,2017
14549,themanofmylife,Strand,7704,2007
14550,idontbelonganywherethecinemaofchantalakerman,Icar.,7703,2016
14551,withalldeliberatespeed,Emp.,7690,2004
14552,spacerage,Gar.,7689,1986
14553,thelastofthehighkings,Mira.,7682,1998
14554,iceman,WGUSA,7679,2014
14555,elsuenodelregreso,Aloha,7668,2006
14556,thewhoresson,Pict.,7656,2006
14557,masaitherainwarriors,Artma,7650,2006
14558,lastdayshere,IFC,7643,2012
14559,legendofthemountain,KL,7640,2018
14560,jazzinthediamonddistrict,Truly,7634,2009
14561,kingofdevilsisland,FM,7615,2011
14562,thepresident,Crnth,7578,2016
14563,area,PARAIN,7556,2015
14564,abusinessaffair,Castle,7556,1995
14565,thewronglight,CGld,7553,2017
14566,talesfromthescript,FRun,7535,2010
14567,girlsagainstboys,Anch.,7529,2013
14568,birthrightawarstory,Abr.,7519,2017
14569,theywillhavetokillusfirst,BBC,7516,2016
14570,disappearances,Truly,7506,2007
14571,loudquietloudafilmaboutthepixies,Roxie,7506,2006
14572,frankserpico,IFC,7489,2017
14573,oldstone,Zeit.,7476,2016
