tt0115392,titanic,titanic tv movie,http://www.imdb.com/title/tt0115392/,5.9,3225.0,10380.0,1996.0,video.movie,0,1,7,8,72,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659363944
tt0848228,marvelstheavengers,marvel s the avengers,http://www.imdb.com/title/tt0848228/,8.2,638083.0,8580.0,2012.0,video.movie,22,55,324,21466,1550,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623357910
tt0468569,thedarkknight,the dark knight,http://www.imdb.com/title/tt0468569/,9.0,1148515.0,9120.0,2008.0,video.movie,94,69,107,17229,3930,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534858444
